Date,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Source,year,month,day,day_of_week,day_of_year,hour,is_weekend,season,zone,zone_lat,zone_lon,industrial_density,traffic_density,distance_from_center,temperature,humidity,wind_speed,pressure,precipitation,temp_humidity_index,wind_chill,pollution_accumulation,seasonal_pollution_factor,traffic_weather_interaction,industrial_weather_interaction,rain_effect
2024-02-03 00:00:00,199.0,89.7,248.5,,,,,,,,Daily,2024,2,3,5,34,0,1,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,11.528660872629755,65.4281798497475,2.7137663686432374,1023.4382044830944,0.15741247096753436,44.242750797503504,6.101128135343281,9.30909936665799,1.5,0.16156105162296464,0.16156105162296464,0
2024-02-04 00:00:00,274.0,112.2,324.0,,,,,,,,Daily,2024,2,4,6,35,0,1,0,Central,28.6139,77.209,0.3,0.8,0.0,18.56717512799134,60.6142332272356,3.11246806302563,1009.9895807731518,1.5888710477936754,48.87429174160914,12.342239001940081,9.577160519950022,1.5,0.1945303860697761,0.07294889477616602,1
2024-02-05 00:00:00,177.0,83.1,215.5,,,,,,,,Daily,2024,2,5,0,36,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,20.0075720798082,48.82877790124968,1.6268248595921988,1002.7440907991372,0.2339884313549871,44.42196103043304,16.7539223606238,19.480256520297434,1.5,0.22841263962042255,0.19034386635035214,0
2024-02-06 00:00:00,140.0,72.0,160.0,,,,,,,,Daily,2024,2,6,1,37,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,18.734161354251615,37.03534192422562,2.3737944686608965,1021.2524628147358,0.4862215890146099,37.25183231636443,13.986572416929821,18.662861256265526,1.5,0.14820108475619637,0.05928043390247855,0
2024-02-07 00:00:00,174.0,82.2,211.0,,,,,,,,Daily,2024,2,7,2,38,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,22.24975773811736,67.15914559580477,3.2113419146770275,1012.9044444914356,2.17845910848776,55.82933053601975,15.827073908763305,7.79819237420285,1.5,0.1662178028244196,0.1662178028244196,1
2024-02-08 00:00:00,161.0,78.3,191.5,,,,,,,,Daily,2024,2,8,3,39,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,17.925234800170376,70.85282391405025,3.0014722001310283,1017.5598315626023,1.6741333350720566,53.351646757195496,11.92229039990832,7.284113103421118,1.5,0.14994481280673475,0.14994481280673475,1
2024-02-09 00:00:00,146.0,73.8,169.0,,,,,,,,Daily,2024,2,9,4,40,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,11.251408954461866,48.27756098943743,2.093372123436277,1022.6943231603623,1.4681834125747673,35.39018944918058,7.064664707589311,16.72040638715869,1.5,0.2586174466172272,0.09698154248146018,1
2024-02-10 00:00:00,295.0,118.5,345.0,,,,,,,,Daily,2024,2,10,5,41,0,1,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,15.778932545850164,63.95931397169825,4.010542352968391,1019.014583702408,0.01831201417092827,47.758589531699286,7.757847839913383,7.192971037746084,1.5,0.11974751588409238,0.099789596570077,0
2024-02-11 00:00:00,313.0,136.9,360.4,,,,,,,,Daily,2024,2,11,6,42,0,1,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,16.066159899831366,62.6186370647532,0.9671462287573891,1020.9791232282743,1.4205776062697273,47.37547843220797,14.131867442316587,19.00283892919335,1.5,0.254175308724172,0.10167012348966879,1
2024-02-12 00:00:00,300.0,120.0,350.0,,,,,,,,Daily,2024,2,12,0,43,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,21.52602277272716,51.02439197583041,1.8271598646419402,1008.5941530519003,0.03977434425218664,47.038218760642366,17.87170304344328,17.323253855109588,1.5,0.24759830837816982,0.24759830837816982,0
2024-02-13 00:00:00,341.0,173.3,382.8,,,,,,,,Daily,2024,2,13,1,44,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,20.7419851279935,53.04430655831296,3.4599245312972573,1014.0650322956454,0.22121074022757212,47.264138407149986,13.822136065398986,10.52836053887868,1.5,0.13453142441974866,0.13453142441974866,0
2024-02-14 00:00:00,340.0,172.0,382.0,,,,,,,,Daily,2024,2,14,2,45,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,20.547822420305135,55.013954165070295,3.313137018292914,1011.6696228553208,0.10200436857525316,48.05479950284028,13.921548383719307,10.43000619830404,1.5,0.185479848334758,0.06955494312553424,0
2024-02-15 00:00:00,278.0,113.4,328.0,,,,,,,,Daily,2024,2,15,3,46,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,15.573785160579062,71.88526177446732,3.453270345575918,1008.0866099804626,0.029936647992583058,51.516416047812726,8.667244469427226,6.313279016052358,1.5,0.13473244457212605,0.11227703714343838,0
2024-02-16 00:00:00,268.0,110.4,318.0,,,,,,,,Daily,2024,2,16,4,47,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,18.611096943794212,57.312880223151176,2.1033956973068757,1009.6830648175314,0.9546709610787062,47.2675370553698,14.40430554918046,13.754971631201485,1.5,0.1611138406984,0.06444553627936,0
2024-02-17 00:00:00,245.0,103.5,295.0,,,,,,,,Daily,2024,2,17,5,48,0,1,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,18.925699619725886,52.636320535953615,3.6974702113967126,1007.8469543139041,0.12792623843306897,45.2438598877027,11.530759196932461,10.082805708727124,1.5,0.1490163787099071,0.1490163787099071,0
2024-02-18 00:00:00,270.0,111.0,320.0,,,,,,,,Daily,2024,2,18,6,49,0,1,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,15.630012495966662,49.53129797786762,3.4497393475508504,1011.7334575115954,0.34739047094595876,40.39566148490047,8.730533800864961,11.341945691697763,1.5,0.13483935869867114,0.13483935869867114,0
2024-02-19 00:00:00,231.0,99.3,281.0,,,,,,,,Daily,2024,2,19,0,50,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,12.591230100098048,64.67207146961141,1.5739985466190762,1019.0000698222885,0.4564387805964708,44.92726583490375,9.443233006859895,13.72492170859673,1.5,0.31080048629040324,0.1165501823589012,0
2024-02-20 00:00:00,226.0,97.8,276.0,,,,,,,,Daily,2024,2,20,1,51,0,0,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,17.813694679306572,67.16954992824023,2.3315656220908063,1019.8475669854755,0.16368998082167893,51.39846964342669,13.150563435124958,9.854360920904272,1.5,0.18009550705576532,0.15007958921313777,0
2024-02-21 00:00:00,243.0,102.9,293.0,,,,,,,,Daily,2024,2,21,2,52,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,14.500140152926692,72.69904303077884,3.6192594957114137,1016.7506529971531,0.2592577823233812,50.84966166831611,7.261621161503864,5.910245353084788,1.5,0.1082424575766326,0.04329698303065304,0
2024-02-22 00:00:00,150.0,75.0,175.0,,,,,,,,Daily,2024,2,22,3,53,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,19.545796052207443,67.42023140742394,2.0353355307058845,1023.1733899973866,0.07965028872173806,53.25591175591941,15.475124990795674,10.733498245249825,1.5,0.23061700853783731,0.23061700853783731,0
2024-02-23 00:00:00,143.0,72.9,164.5,,,,,,,,Daily,2024,2,23,4,54,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,12.84663579885256,77.50118131094752,0.11448324629071616,1011.9900636795256,0.047912639520441454,51.59722645432632,12.617669306271129,20.187668826726895,1.5,0.538366101058004,0.538366101058004,0
2024-02-24 00:00:00,193.0,87.9,239.5,,,,,,,,Daily,2024,2,24,5,55,0,1,0,Central,28.6139,77.209,0.3,0.8,0.0,19.04776364323216,59.60767281398329,3.2621467007101868,1017.0765798439563,0.1259529605278327,48.85160005022381,12.523470241811786,9.476991296260703,1.5,0.18769884196306497,0.07038706573614936,0
2024-02-25 00:00:00,193.0,87.9,239.5,,,,,,,,Daily,2024,2,25,6,56,0,1,0,North,28.7041,77.1025,0.5,0.6,15.491675541722095,15.955950832357393,61.29283926143152,3.0181157221190764,1015.7571624951214,0.12227767889690987,46.60237046307315,9.91971938811924,9.63316226197564,1.5,0.14932372323104015,0.12443643602586679,0
2024-02-26 00:00:00,172.0,81.6,208.0,,,,,,,,Daily,2024,2,26,0,57,0,0,0,South,28.5355,77.391,0.2,0.5,21.99664905752723,18.468308122093884,50.80163260281536,3.2660776330980745,1014.5989806432935,0.2005358936154047,43.86912442350156,11.936152855897735,11.532459469439196,1.5,0.11720368052395105,0.04688147220958042,0
2024-02-27 00:00:00,159.0,77.7,188.5,,,,,,,,Daily,2024,2,27,1,58,0,0,0,East,28.6692,77.4538,0.7,0.7,27.857490675399784,15.72239127248835,58.33555302966642,0.845026779953066,1013.3405141930975,0.24681348586201898,44.89016778732156,14.032337712582219,22.582028306057133,1.5,0.37939828711744045,0.37939828711744045,0
2024-02-28 00:00:00,141.0,72.3,161.5,,,,,,,,Daily,2024,2,28,2,59,0,0,0,West,28.6692,77.1025,0.6,0.6,13.320157249071446,17.037086227902186,73.20098088398603,3.9255785982478306,1022.2748102573343,2.3649736300718742,53.6375766698952,9.185929031406525,5.440786007464614,1.5,0.12181310033575288,0.12181310033575288,1
2024-02-29 00:00:00,147.0,74.1,170.5,,,,,,,,Daily,2024,2,29,3,60,0,0,0,Central,28.6139,77.209,0.3,0.8,0.0,21.523400942893748,57.036093835571045,1.033112909082878,1013.6441382312594,0.3318643577123878,50.04144786067927,19.457175124727993,21.132080747945107,1.5,0.3934852788677015,0.14755697957538805,0
2024-03-01 00:00:00,208.0,92.4,258.0,,,,,,,,Daily,2024,3,1,4,61,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,21.60990148541838,57.06251621685415,2.5594018287219806,1009.6405411502452,0.3303715423563524,50.14115959384546,16.491097827974418,12.063117863419976,1.0,0.16856764952987416,0.14047304127489513,0
2024-03-02 00:00:00,117.0,65.1,125.5,,,,,,,,Daily,2024,3,2,5,62,0,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,20.974124510915523,37.46626472656697,3.3479637975766083,1006.8900563018229,0.9899156318567722,39.707256874199004,14.278196915762306,14.382303575822545,1.0,0.11499635766946385,0.045998543067785544,0
2024-03-03 00:00:00,126.0,67.8,139.0,,,,,,,,Daily,2024,3,3,6,63,0,1,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,23.77467826707946,31.095229670367814,2.8828102247391607,1016.0095030822265,0.3153273812676838,39.322293102263366,18.00905781760114,17.74610819004451,1.0,0.18028179578285328,0.18028179578285328,0
2024-03-04 00:00:00,141.0,72.3,161.5,,,,,,,,Daily,2024,3,4,0,64,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,17.727809648479838,37.11980721784907,0.0,1015.9370645753168,0.04285711003315967,36.28771325740438,17.727809648479838,62.88019278215093,1.0,0.6,0.6,0
2024-03-05 00:00:00,125.0,67.5,137.5,,,,,,,,Daily,2024,3,5,1,65,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,19.645991393410863,29.22314078878239,2.600552911266421,1012.9655506155009,0.9731456633103014,34.25756178780206,14.444885570878021,19.657219586955964,1.0,0.22218809713828547,0.08332053642685704,0
2024-03-06 00:00:00,138.0,71.4,157.0,,,,,,,,Daily,2024,3,6,2,66,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,23.53526230953262,55.56180137645403,3.181760465641236,1017.7707329226632,1.152764182988806,51.31616299775963,17.171741378250147,10.626672423890678,1.0,0.14348024114001834,0.11956686761668195,1
2024-03-07 00:00:00,181.0,84.3,221.5,,,,,,,,Daily,2024,3,7,3,67,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,18.97617413416283,63.690683299327645,1.973192226706543,1011.8541384957911,1.0215269416686652,50.821515783826655,15.029789680749744,12.212233159540048,1.0,0.16816941585840844,0.06726776634336339,1
2024-03-08 00:00:00,157.0,77.1,185.5,,,,,,,,Daily,2024,3,8,4,68,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,20.587335755554395,25.929877741313582,1.7292279691574173,1018.2815509590056,0.3303425363496833,33.55227462621119,17.12887981723956,27.139587859915476,1.0,0.2564827885067102,0.2564827885067102,0
2024-03-09 00:00:00,145.0,73.5,167.5,,,,,,,,Daily,2024,3,9,5,69,0,1,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,25.108948193503778,43.9745028302256,3.0225840222547364,999.6731262743239,1.0945351192844208,47.09619960861658,19.063780148994304,13.927738205048358,1.0,0.14915785392686173,0.14915785392686173,1
2024-03-10 00:00:00,182.0,84.6,223.0,,,,,,,,Daily,2024,3,10,6,70,0,1,1,Central,28.6139,77.209,0.3,0.8,0.0,15.981244467120943,38.3947159585742,3.9430808095395156,1008.9964533308167,1.610844315654601,35.17860244640804,8.095082848041912,12.462932817633783,1.0,0.16184238753614993,0.06069089532605622,1
2024-03-11 00:00:00,201.0,90.3,251.0,,,,,,,,Daily,2024,3,11,0,71,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,20.74134364726102,37.1381821390473,3.1384773391541176,1014.8920271405574,0.4147674444669965,39.31043471678467,14.464388968952782,15.189600596871047,1.0,0.14498085910085873,0.12081738258404895,0
2024-03-12 00:00:00,190.0,87.0,235.0,,,,,,,,Daily,2024,3,12,1,72,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,19.758369286050723,54.10646938584968,1.823222133795229,1018.865040428623,0.25612523350044636,46.81160397897556,16.111925018460266,16.255727831255033,1.0,0.17710260698751856,0.07084104279500743,0
2024-03-13 00:00:00,165.0,79.5,197.5,,,,,,,,Daily,2024,3,13,2,73,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,24.07312367769666,40.83736118310631,2.6264527106375954,1018.1463860757208,0.47162190485829036,44.49180426924981,18.82021825642147,16.314190074325232,1.0,0.19302609350086558,0.19302609350086558,0
2024-03-14 00:00:00,195.0,88.5,242.5,,,,,,,,Daily,2024,3,14,3,74,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,22.952418678752554,55.18250721333047,0.18271830520005183,1015.4807528952133,0.36561959824221224,50.543672285417784,22.58698206835245,37.89363248173355,1.0,0.507305921758362,0.507305921758362,0
2024-03-15 00:00:00,128.0,68.4,142.0,,,,,,,,Daily,2024,3,15,4,75,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,25.498647430184697,43.167454153956335,3.059404710662778,1005.3184023291988,0.25136009973168677,47.08237450716287,19.37983800885914,14.000216755122361,1.0,0.19707323044156003,0.07390246141558501,0
2024-03-16 00:00:00,168.0,80.4,202.0,,,,,,,,Daily,2024,3,16,5,76,0,1,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,25.832896832477566,40.76150041182339,4.008978489586397,1012.4284730288812,0.06777775303828837,46.21364703838926,17.81493985330477,11.82646316236588,1.0,0.11978490250005912,0.0998207520833826,0
2024-03-17 00:00:00,193.0,87.9,239.5,,,,,,,,Daily,2024,3,17,6,77,0,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,21.72235776668228,32.8502265435808,2.054475217348602,1013.5000655332423,0.1863565325394153,38.14747103847268,17.613407331985076,21.984062294899775,1.0,0.16369424022828333,0.06547769609131333,0
2024-03-18 00:00:00,199.0,89.7,248.5,,,,,,,,Daily,2024,3,18,0,78,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,22.730297967648653,54.411469624939265,2.4153855216605034,1012.0037078507542,0.5574798899056004,49.93603278011828,17.899526924327645,13.347989585930069,1.0,0.20495490056995722,0.20495490056995722,0
2024-03-19 00:00:00,222.0,96.6,272.0,,,,,,,,Daily,2024,3,19,1,79,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,20.37934927543742,53.05084299889222,3.9693174801884266,1007.1040249453357,0.4206535566239115,46.90477077488353,12.440714315060568,9.447807910901995,1.0,0.12074092717804161,0.12074092717804161,0
2024-03-20 00:00:00,230.0,99.0,280.0,,,,,,,,Daily,2024,3,20,2,80,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,20.23598206803234,31.776093764712325,2.9151948966123316,1014.4245822051859,0.5448340819569647,36.1240289503885,14.405592274807676,17.425417645062627,1.0,0.20433210124282944,0.07662453796606103,0
2024-03-21 00:00:00,171.0,81.3,206.5,,,,,,,,Daily,2024,3,21,3,81,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,22.662558754304417,53.4830351546393,2.203895663619418,1013.0887197346048,0.039191483148753994,49.40407633162407,18.25476742706558,14.518876308478415,1.0,0.18727201600634658,0.15606001333862216,0
2024-03-22 00:00:00,166.0,79.8,199.0,,,,,,,,Daily,2024,3,22,4,82,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,21.207044070360585,41.76790118045711,1.6894905519962498,1012.241241325376,0.19960428974631778,42.09099466058914,17.828062966368087,21.65172090912186,1.0,0.18590881445145052,0.07436352578058021,0
2024-03-23 00:00:00,232.0,99.6,282.0,,,,,,,,Daily,2024,3,23,5,83,0,1,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,22.658618152202255,46.30807965048009,2.636262721726066,1018.524393975259,1.0503640395151308,45.8126579774423,17.386092708750123,14.765687866478844,1.0,0.19250534231688382,0.19250534231688382,1
2024-03-24 00:00:00,195.0,88.5,242.5,,,,,,,,Daily,2024,3,24,6,84,0,1,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,23.031283886826987,48.55768375116439,1.1905282851885273,1011.3131401653236,0.46342241975734405,47.310125762409186,20.650227316449932,23.48397717421313,1.0,0.2739065293321976,0.2739065293321976,0
2024-03-25 00:00:00,197.0,89.1,245.5,,,,,,,,Daily,2024,3,25,0,85,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,22.664787343998533,47.86639758558467,3.7319732716597356,1014.8864508431706,0.9787963943988506,46.597986136790865,15.200840800679062,11.017307034815417,1.0,0.16906266246077098,0.06339849842278912,0
2024-03-26 00:00:00,134.0,70.2,151.0,,,,,,,,Daily,2024,3,26,1,86,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,21.801696102943783,40.274024106472645,3.5866832303563427,1013.2566072731232,0.2756212501979773,41.938708156180105,14.628329642231098,13.021604696447982,1.0,0.13081348108563093,0.10901123423802578,0
2024-03-27 00:00:00,178.0,83.4,217.0,,,,,,,,Daily,2024,3,27,2,87,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,21.85679188075192,43.66319036446407,3.666362795515208,1008.643648126879,0.2412506917129032,43.688387062983956,14.524066289721505,12.072959627074141,1.0,0.10714983423075135,0.042859933692300546,0
2024-03-28 00:00:00,160.0,78.0,190.0,,,,,,,,Daily,2024,3,28,3,88,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,28.619188426637276,56.844988745262356,1.5963840683188162,1013.9206915599901,0.2324914210194887,57.04168279926846,25.426420289999644,16.621197064531724,1.0,0.26960572148836853,0.26960572148836853,0
2024-03-29 00:00:00,176.0,82.8,214.0,,,,,,,,Daily,2024,3,29,4,89,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,22.878909935919967,50.131450943775015,1.2805503558496725,1008.0213131987372,0.9369056447458006,47.944635407807475,20.31780922422062,21.866892317598175,1.0,0.26309438792306605,0.26309438792306605,0
2024-03-30 00:00:00,190.0,87.0,235.0,,,,,,,,Daily,2024,3,30,5,90,0,1,1,Central,28.6139,77.209,0.3,0.8,0.0,24.17139712261644,51.148603086499165,2.109280207604637,1011.4510053262823,0.15147951614444952,49.74569866586602,19.952836707407165,15.711481002587263,1.0,0.2572942760332023,0.09648535351245086,0
2024-03-31 00:00:00,243.0,102.9,293.0,,,,,,,,Daily,2024,3,31,6,91,0,1,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,25.30788650056892,39.79903912974478,2.2286816576375954,1011.9748982251331,1.1922371624659227,45.207406065441305,20.850523185293728,18.645678717766142,1.0,0.1858343632549441,0.15486196937912008,1
2024-04-01 00:00:00,133.0,69.9,149.5,,,,,,,,Daily,2024,4,1,0,92,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,31.585945173980942,54.621059890847874,2.043511684404996,1006.2047458959255,0.14227779723570616,58.89647511940488,27.49892180517095,14.91005943616861,1.0,0.1642839101167274,0.06571356404669097,0
2024-04-02 00:00:00,144.0,73.2,166.0,,,,,,,,Daily,2024,4,2,1,93,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,27.97260059058647,36.315699926999535,2.6488585238143325,1012.6847147632884,1.2375544617961722,46.13045055408624,22.674883542957804,17.453211643412285,1.0,0.19184081691066918,0.19184081691066918,1
2024-04-03 00:00:00,167.0,80.1,200.5,,,,,,,,Daily,2024,4,3,2,94,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,25.818923255170034,35.55252802643305,3.2356361765763144,1005.6599776934067,0.05815875280358321,43.59518726838656,19.347650902017406,15.215535349794884,1.0,0.1416552260361944,0.1416552260361944,0
2024-04-04 00:00:00,173.0,81.9,209.5,,,,,,,,Daily,2024,4,4,3,95,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,28.662120517516165,46.15066619820552,3.0021110736247967,1011.7348213187257,0.4924165592119321,51.73745361661892,22.657898370266572,13.45523220399328,1.0,0.19989450199727296,0.07496043824897736,0
2024-04-05 00:00:00,174.0,82.2,211.0,,,,,,,,Daily,2024,4,5,4,96,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,33.50694132037012,43.674768416591284,2.4432919666232604,1009.8043151259201,0.08547953283049027,55.34432552866576,28.620357387123597,16.357959803985278,1.0,0.17425185137245364,0.14520987614371136,0
2024-04-06 00:00:00,168.0,80.4,202.0,,,,,,,,Daily,2024,4,6,5,97,0,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,27.615897709272815,38.90378921225608,2.8309508354012576,1013.8009419642806,0.33779864567025986,47.06779231540085,21.9539960384703,15.948053998282294,1.0,0.13051590100806645,0.052206360403226584,0
